id,web_name,first_name,second_name,team,element_type,now_cost,total_points,points_per_game,minutes,goals_scored,assists,clean_sheets,goals_conceded,yellow_cards,red_cards,bonus,bps,form,selected_by_percent,transfers_in,transfers_out,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence,creativity,threat,ict_index,status,news,chance_of_playing_next_round,price_M,position,pts_per_million,team_name,team_short
1,Raya,David,Raya Martín,1,1,60,122,4.1,2700,0,0,14,22,1,0,6,487,3.2,34.5,4041601,2360293,0.0,0.06,0.06,21.25,425.8,33.4,0.0,46.0,a,,,6.0,GKP,20.333333333333332,Arsenal,ARS
2,Arrizabalaga,Kepa,Arrizabalaga Revuelta,1,1,41,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.4,14573,76804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a,,,4.1,GKP,0.0,Arsenal,ARS
3,Hein,Karl,Hein,1,1,40,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,5545,48178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,Has joined Werder Bremen on loan for the rest of the season.,0.0,4.0,GKP,0.0,Arsenal,ARS
4,Setford,Tommy,Setford,1,1,39,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,33775,33536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a,,,3.9,GKP,0.0,Arsenal,ARS
5,Gabriel,Gabriel,dos Santos Magalhães,1,2,72,164,6.8,2075,3,4,13,15,3,0,24,563,5.8,43.5,8175499,5200638,1.87,1.59,3.46,14.77,665.6,105.4,196.0,96.5,a,,100.0,7.2,DEF,22.77777777777778,Arsenal,ARS
6,Saliba,William,Saliba,1,2,61,96,4.0,1984,1,0,10,16,1,0,6,412,2.6,13.4,1900691,2227202,0.88,0.61,1.49,14.1,400.0,124.6,72.0,59.7,a,,100.0,6.1,DEF,15.737704918032788,Arsenal,ARS
7,Calafiori,Riccardo,Calafiori,1,2,56,87,4.1,1373,1,2,10,8,5,0,4,310,0.6,6.0,2632550,2461244,2.77,0.4,3.17,7.97,233.2,110.2,230.0,57.4,d,Knock - 75% chance of playing,75.0,5.6,DEF,15.535714285714286,Arsenal,ARS
8,J.Timber,Jurriën,Timber,1,2,63,148,5.1,2415,3,6,13,20,5,0,9,529,5.4,28.5,6635907,3770812,4.71,1.52,6.23,16.63,492.0,401.0,350.0,124.6,a,,100.0,6.3,DEF,23.492063492063494,Arsenal,ARS
9,Kiwior,Jakub,Kiwior,1,2,54,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1119,10911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,has joined Porto on loan for the rest of the season.,0.0,5.4,DEF,0.0,Arsenal,ARS
10,Lewis-Skelly,Myles,Lewis-Skelly,1,2,51,12,0.9,311,0,0,0,5,3,0,0,36,0.0,1.4,134917,466033,0.05,0.06,0.11,5.26,31.2,45.5,18.0,9.4,a,,,5.1,DEF,2.3529411764705883,Arsenal,ARS
11,White,Benjamin,White,1,2,51,30,4.3,409,0,1,3,4,0,0,3,112,0.0,0.5,346825,407970,0.43,0.49,0.92,6.13,111.4,92.7,46.0,25.0,i,Knock - Unknown return date,0.0,5.1,DEF,5.882352941176471,Arsenal,ARS
13,Clarke,Brayden,Clarke,1,2,38,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.4,51871,78733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a,,,3.8,DEF,0.0,Arsenal,ARS
14,Kacurri,Maldini,Kacurri,1,2,39,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,10218,22678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,has joined Morecambe on loan for the rest of the season.,0.0,3.9,DEF,0.0,Arsenal,ARS
15,Nichols,Josh,Nichols,1,2,37,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,30096,29756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a,,,3.7,DEF,0.0,Arsenal,ARS
16,Saka,Bukayo,Saka,1,3,98,130,5.0,1905,6,8,9,16,1,0,14,485,5.8,8.1,4093362,5037867,6.84,5.66,12.5,13.31,529.4,696.1,727.0,195.5,a,,100.0,9.8,MID,13.265306122448978,Arsenal,ARS
17,Ødegaard,Martin,Ødegaard,1,3,78,62,3.1,1070,1,6,4,11,0,0,5,252,1.0,1.6,377003,641498,1.01,2.91,3.92,12.89,259.6,434.7,144.0,83.7,d,Knee injury - 50% chance of playing,50.0,7.8,MID,7.948717948717949,Arsenal,ARS
18,Madueke,Noni,Madueke,1,3,68,51,2.7,829,2,1,5,7,0,0,6,174,2.8,1.0,366724,397030,0.96,1.98,2.94,8.68,182.2,242.3,284.0,70.8,a,,100.0,6.8,MID,7.5,Arsenal,ARS
19,Martinelli,Gabriel,Martinelli Silva,1,3,68,43,1.8,810,1,3,2,5,2,0,1,144,1.2,0.9,185431,260162,3.49,0.91,4.4,7.42,147.2,128.8,320.0,58.9,a,,100.0,6.8,MID,6.323529411764706,Arsenal,ARS
20,Trossard,Leandro,Trossard,1,3,67,99,3.8,1675,5,5,8,14,1,0,9,351,1.4,0.9,535227,477065,4.96,2.7,7.66,11.74,407.4,450.0,432.0,129.2,d,Knock - 75% chance of playing,75.0,6.7,MID,14.776119402985074,Arsenal,ARS
21,Rice,Declan,Rice,1,3,74,160,5.5,2490,4,9,13,21,2,0,21,678,5.2,30.0,6909104,4234205,2.99,6.29,9.28,17.73,719.6,867.7,265.0,185.4,a,,100.0,7.4,MID,21.62162162162162,Arsenal,ARS
22,Merino,Mikel,Merino Zazón,1,3,54,66,3.1,996,4,3,4,9,1,0,5,238,0.0,0.8,835940,840232,2.99,1.45,4.44,6.59,304.4,187.0,237.0,72.6,i,Foot injury - Unknown return date,0.0,5.4,MID,12.222222222222221,Arsenal,ARS
23,Fábio Vieira,Fábio,Ferreira Vieira,1,3,54,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,933,4429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,has joined Hamburger on loan for the rest of the season.,0.0,5.4,MID,0.0,Arsenal,ARS
24,Nørgaard,Christian,Nørgaard,1,3,51,6,1.0,56,0,0,0,1,0,0,0,19,0.4,0.1,7690,61204,0.05,0.0,0.05,2.23,15.8,0.4,7.0,2.4,a,,100.0,5.1,MID,1.1764705882352942,Arsenal,ARS
25,Nwaneri,Ethan,Nwaneri,1,3,50,8,1.3,165,0,0,1,0,0,0,0,20,0.0,0.1,13149,36947,0.23,0.08,0.31,0.73,8.6,22.5,24.0,5.4,u,has joined Marseille on loan for the rest of the season.,0.0,5.0,MID,1.6,Arsenal,ARS
26,Zubimendi,Martín,Zubimendi Ibáñez,1,3,52,114,3.8,2524,5,1,14,20,4,0,9,517,2.6,4.4,1313828,1061755,2.67,2.07,4.74,20.08,531.6,319.1,243.0,109.5,a,,100.0,5.2,MID,21.923076923076923,Arsenal,ARS
28,Kabia,Ismeal,Kabia,1,3,45,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,6731,30263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,has joined Shrewsbury Town on loan for the rest of the season.,0.0,4.5,MID,0.0,Arsenal,ARS
29,Sambi,Albert,Sambi Lokonga,1,3,45,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,2952,14083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,has joined Hamburger permanently.,0.0,4.5,MID,0.0,Arsenal,ARS
30,Havertz,Kai,Havertz,1,4,73,10,2.0,201,0,1,2,0,0,0,0,50,0.4,0.5,111410,195681,0.31,0.06,0.37,1.43,35.6,33.3,45.0,11.5,a,,100.0,7.3,FWD,1.36986301369863,Arsenal,ARS
31,G.Jesus,Gabriel,Fernando de Jesus,1,4,64,17,1.5,304,2,0,0,6,2,0,0,68,0.0,0.4,147161,119925,1.75,0.19,1.94,3.56,100.6,24.9,207.0,33.0,a,,100.0,6.4,FWD,2.65625,Arsenal,ARS
266,Eze,Eberechi,Eze,1,3,72,91,3.6,1404,6,3,7,10,1,0,8,346,4.2,8.1,3350503,3729686,3.73,2.14,5.87,9.25,335.4,223.3,351.0,90.8,a,,,7.2,MID,12.63888888888889,Arsenal,ARS
662,Mosquera,Cristhian,Mosquera,1,2,53,27,2.1,615,0,0,2,5,2,0,1,137,2.0,0.1,45678,52129,0.0,0.46,0.46,5.25,143.4,37.6,8.0,18.9,a,,100.0,5.3,DEF,5.09433962264151,Arsenal,ARS
666,Gyökeres,Viktor,Gyökeres,1,4,88,94,3.4,1859,10,0,10,11,4,0,11,348,3.8,12.1,3424445,4976590,8.23,1.76,9.99,13.77,373.8,210.8,589.0,116.5,a,,100.0,8.8,FWD,10.681818181818182,Arsenal,ARS
700,Dowman,Max,Dowman,1,3,42,5,2.5,27,0,1,0,0,0,0,0,13,0.0,0.5,184942,139945,0.14,0.02,0.16,0.12,1.0,0.8,26.0,2.8,a,,100.0,4.2,MID,1.1904761904761905,Arsenal,ARS
711,Harriman-Annous,Andre,Harriman-Annous,1,3,44,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1904,1791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a,,,4.4,MID,0.0,Arsenal,ARS
725,Hincapie,Piero,Hincapié,1,2,51,70,3.5,1483,1,1,4,16,2,0,6,264,5.6,0.9,525529,426817,0.33,1.35,1.68,14.13,359.0,157.5,53.0,56.8,a,,100.0,5.1,DEF,13.725490196078432,Arsenal,ARS
759,Salmon,Marli,Salmon,1,2,40,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1330,1147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a,,,4.0,DEF,0.0,Arsenal,ARS
32,Martinez,Emiliano,Martínez Romero,2,1,51,97,3.9,2205,0,0,6,26,2,0,10,422,3.2,4.4,934407,635461,0.0,0.06,0.06,33.76,571.0,13.2,0.0,58.4,a,,100.0,5.1,GKP,19.019607843137255,Aston Villa,AVL
33,M.Bizot,Marco,Bizot,2,1,42,11,2.2,405,0,0,1,8,2,0,0,51,0.0,0.4,83713,115051,0.0,0.0,0.0,8.53,92.8,0.0,0.0,9.3,a,,100.0,4.2,GKP,2.619047619047619,Aston Villa,AVL
34,Gauci,Joe,Gauci,2,1,40,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,0,17376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,Has joined Port Vale on loan for the rest of the season.,0.0,4.0,GKP,0.0,Aston Villa,AVL
35,Marschall,Filip,Marschall,2,1,40,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,Has joined Stevenage permanently.,0.0,4.0,GKP,0.0,Aston Villa,AVL
36,Cash,Matty,Cash,2,2,48,100,3.7,2352,3,2,7,27,7,0,6,379,0.2,9.4,2810412,2002404,1.04,2.44,3.48,36.25,533.0,413.7,188.0,113.5,d,Calf injury - 75% chance of playing,75.0,4.8,DEF,20.833333333333336,Aston Villa,AVL
37,Digne,Lucas,Digne,2,2,45,74,3.1,1378,0,4,6,14,3,0,4,289,0.5,1.5,310876,360092,0.54,2.3,2.84,20.64,279.6,308.9,108.0,69.5,a,,100.0,4.5,DEF,16.444444444444443,Aston Villa,AVL
38,Konsa,Ezri,Konsa Ngoyo,2,2,44,88,3.1,2495,0,1,8,33,0,1,3,433,3.5,8.0,728043,2017066,1.01,0.53,1.54,40.76,499.6,87.7,104.0,69.6,a,,100.0,4.4,DEF,20.0,Aston Villa,AVL
39,Maatsen,Ian,Maatsen,2,2,42,39,1.7,1243,0,0,2,20,2,0,0,199,2.8,0.6,82335,108170,1.05,1.84,2.89,21.86,258.2,299.0,186.0,74.5,a,,,4.2,DEF,9.285714285714285,Aston Villa,AVL
40,Mings,Tyrone,Mings,2,2,43,41,3.4,872,0,1,3,12,0,0,4,148,3.5,0.7,153312,201122,0.65,0.36,1.01,16.42,198.6,69.7,55.0,32.4,a,,100.0,4.3,DEF,9.534883720930234,Aston Villa,AVL
41,Pau,Pau,Torres,2,2,43,50,3.1,1296,0,1,4,15,0,0,2,225,0.2,0.3,70851,96749,0.63,0.34,0.97,17.98,251.8,37.8,55.0,34.7,a,,100.0,4.3,DEF,11.627906976744187,Aston Villa,AVL
42,A.García,Andrés,García,2,2,39,2,0.7,33,0,0,0,2,0,0,0,0,0.2,0.2,28599,40936,0.0,0.01,0.01,1.52,0.8,1.6,0.0,0.2,a,,100.0,3.9,DEF,0.5128205128205129,Aston Villa,AVL
43,Alex Moreno,Álex,Moreno Lopera,2,2,40,0,0.0,0,0,0,0,0,0,0,0,0,0.0,1.6,44476,887716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,Has joined Girona permanently.,0.0,4.0,DEF,0.0,Aston Villa,AVL
44,Bogarde,Lamare,Bogarde,2,2,40,33,1.4,707,0,0,2,10,5,0,4,105,2.0,0.5,107298,91065,0.0,0.16,0.16,10.89,94.8,46.8,10.0,15.1,a,,100.0,4.0,DEF,8.25,Aston Villa,AVL
45,Sousa,Lino,da Cruz Sousa,2,2,38,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.3,22076,37749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,has joined Rotherham on loan for the rest of the season.,0.0,3.8,DEF,0.0,Aston Villa,AVL
46,Yasin,Yasin,Özcan,2,2,40,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,4656,20988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,has joined Anderlecht on loan for the rest of the season.,0.0,4.0,DEF,0.0,Aston Villa,AVL
47,Rogers,Morgan,Rogers,2,3,75,130,4.5,2587,8,5,8,34,6,0,13,456,1.8,26.1,5935975,3753800,5.27,3.14,8.41,41.59,592.6,527.6,710.0,182.9,a,,100.0,7.5,MID,17.333333333333332,Aston Villa,AVL
48,Tielemans,Youri,Tielemans,2,3,59,52,3.1,1295,0,4,4,17,0,0,3,289,0.0,0.6,158241,348458,0.97,2.53,3.5,23.03,317.2,401.3,147.0,86.6,i,Ankle injury - Expected back 11 Apr,0.0,5.9,MID,8.813559322033898,Aston Villa,AVL
49,Bailey,Leon,Bailey,2,3,55,11,1.6,282,0,1,0,6,1,0,0,39,2.0,0.1,7157,50392,0.27,0.87,1.14,4.44,50.8,109.7,43.0,20.4,a,,100.0,5.5,MID,2.0,Aston Villa,AVL
50,Buendía,Emiliano,Buendía Stati,2,3,53,79,2.9,1355,5,2,3,16,5,0,8,276,1.2,0.5,222962,192121,2.71,1.68,4.39,21.48,331.6,303.5,304.0,92.6,a,,100.0,5.3,MID,14.90566037735849,Aston Villa,AVL
51,Iling Jr,Samuel,Iling-Junior,2,3,55,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1383,3789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,has joined Pisa on loan for the rest of the season.,0.0,5.5,MID,0.0,Aston Villa,AVL
53,Malen,Donyell,Malen,2,3,51,55,2.6,640,4,2,1,10,0,0,3,161,0.0,0.4,172896,339059,4.03,0.35,4.38,10.59,183.4,99.7,290.0,56.3,u,has joined Roma on loan for the rest of the season.,0.0,5.1,MID,10.784313725490197,Aston Villa,AVL
54,McGinn,John,McGinn,2,3,53,71,3.2,1591,3,2,7,21,3,0,4,289,0.0,0.5,208260,244272,2.52,1.96,4.48,26.58,308.2,385.2,193.0,88.8,i,Knee injury - Expected back 21 Mar,0.0,5.3,MID,13.39622641509434,Aston Villa,AVL
55,Barkley,Ross,Barkley,2,3,48,20,1.7,243,1,1,0,3,0,0,0,88,1.0,0.0,5629,12268,0.58,0.69,1.27,5.07,82.8,87.9,65.0,23.5,a,,100.0,4.8,MID,4.166666666666667,Aston Villa,AVL
56,Barrenechea,Enzo,Barrenechea,2,3,50,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,Season-long loan to Benfica,0.0,5.0,MID,0.0,Aston Villa,AVL
57,Dobbin,Lewis,Dobbin,2,3,50,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,889,5437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,Has joined Preston North End on loan for the rest of the season.,0.0,5.0,MID,0.0,Aston Villa,AVL
58,Kamara,Boubacar,Kamara,2,3,49,61,3.4,1410,1,3,5,15,5,0,7,282,0.0,0.2,111382,119040,0.53,0.84,1.36,20.8,325.0,241.3,75.0,64.2,i,Knee injury - Expected back 01 Jun,0.0,4.9,MID,12.448979591836734,Aston Villa,AVL
59,Onana,Amadou,Onana,2,3,48,64,3.2,1378,2,0,5,19,2,0,3,285,2.2,0.7,160020,275668,1.06,0.29,1.35,23.48,326.8,86.0,125.0,53.7,a,,100.0,4.8,MID,13.333333333333334,Aston Villa,AVL
60,Broggio,Ben,Broggio,2,3,44,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.3,38290,51316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,has joined Falkirk on loan for the rest of the season.,0.0,4.4,MID,0.0,Aston Villa,AVL
61,Dendoncker,Leander,Dendoncker,2,3,45,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,2169,33690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,Has joined Real Oviedo permanently.,0.0,4.5,MID,0.0,Aston Villa,AVL
62,Jimoh-Aloba,Jamaldeen,Jimoh-Aloba,2,3,45,1,1.0,8,0,0,0,0,0,0,0,3,0.0,0.1,8790,10634,0.0,0.0,0.0,0.61,0.2,0.3,0.0,0.1,u,has joined West Brom on loan for the rest of the season.,0.0,4.5,MID,0.2222222222222222,Aston Villa,AVL
63,Young,Kadan,Young,2,3,43,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.5,102090,127977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,has joined Reading on loan for the rest of the season.,0.0,4.3,MID,0.0,Aston Villa,AVL
64,Watkins,Ollie,Watkins,2,4,85,100,3.6,2144,8,2,8,29,2,0,11,352,1.8,7.9,2216867,4295155,10.0,1.01,11.01,34.9,387.6,226.6,778.0,138.6,a,,100.0,8.5,FWD,11.764705882352942,Aston Villa,AVL
65,Redmond,Zépiqueno,Redmond,2,4,45,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.3,17574,85019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,has joined Huddersfield Town on loan for the rest of the season.,0.0,4.5,FWD,0.0,Aston Villa,AVL
389,Elliott,Harvey,Elliott,2,3,51,5,1.0,110,0,0,0,2,0,0,0,17,0.0,0.2,94097,103434,0.29,0.08,0.37,1.74,11.8,31.7,31.0,7.4,i,Knock - Unknown return date,0.0,5.1,MID,0.9803921568627452,Aston Villa,AVL
456,Sancho,Jadon,Sancho,2,3,58,26,1.4,686,0,1,1,5,0,0,0,106,1.0,0.2,50386,51887,0.58,1.61,2.19,10.69,102.4,248.3,176.0,52.9,n,Ineligible to face his parent club on 15/3. - Expected back 22 Mar,0.0,5.8,MID,4.482758620689656,Aston Villa,AVL
688,Wright,James,Wright,2,1,39,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.6,61453,44919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a,,,3.9,GKP,0.0,Aston Villa,AVL
699,Douglas Luiz,Douglas Luiz,Soares de Paulo,2,3,49,28,2.0,770,1,1,1,13,2,0,0,179,3.2,0.1,26687,20207,0.5,1.36,1.86,10.79,162.6,262.2,83.0,50.7,a,,100.0,4.9,MID,5.7142857142857135,Aston Villa,AVL
701,Rowe,Triston,Rowe,2,2,40,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,8943,10735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,has joined Annecy on loan for the rest of the season.,0.0,4.0,DEF,0.0,Aston Villa,AVL
702,Burrowes,Bradley,Burrowes,2,3,44,1,1.0,16,0,0,0,1,0,0,0,3,0.0,0.1,9935,9017,0.0,0.0,0.0,0.9,0.0,0.3,0.0,0.0,a,,,4.4,MID,0.22727272727272727,Aston Villa,AVL
703,Proctor,Sam,Proctor,2,1,39,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.6,92894,43267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a,,,3.9,GKP,0.0,Aston Villa,AVL
710,Patterson,Travis,Patterson,2,2,39,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,33309,23003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a,,,3.9,DEF,0.0,Aston Villa,AVL
719,Lindelöf,Victor,Lindelöf,2,2,45,22,1.8,572,0,1,1,9,0,0,0,94,0.2,0.1,20820,14398,0.03,0.07,0.1,10.75,123.8,27.5,8.0,16.0,a,,100.0,4.5,DEF,4.888888888888889,Aston Villa,AVL
754,George Hemmings,George,Hemmings,2,3,45,2,1.0,25,0,0,0,0,0,0,0,5,0.0,0.0,1126,705,0.04,0.01,0.05,0.61,0.0,1.7,2.0,0.3,a,,,4.5,MID,0.4444444444444444,Aston Villa,AVL
757,Hollingshead,Ronnie,Hollingshead,2,1,40,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1285,868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a,,,4.0,GKP,0.0,Aston Villa,AVL
768,Leon Routh,Leon,Routh,2,2,40,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,677,595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a,,,4.0,DEF,0.0,Aston Villa,AVL
781,Carroll,TJ,Carroll,2,2,40,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,720,454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a,,,4.0,DEF,0.0,Aston Villa,AVL
792,Alysson,Alysson Edward Franco,da Rocha dos Santos,2,3,50,3,1.0,47,0,0,0,2,0,0,0,11,0.8,0.0,261,168,0.05,0.05,0.1,1.87,3.2,3.5,10.0,1.5,a,,100.0,5.0,MID,0.6,Aston Villa,AVL
808,Abraham,Tammy,Abraham,2,4,60,13,2.2,163,1,0,0,2,0,0,2,46,2.5,0.3,81049,46257,1.24,0.1,1.34,1.97,45.8,37.3,89.0,17.3,a,,,6.0,FWD,2.1666666666666665,Aston Villa,AVL
183,Weiss,Max,Weiß,3,1,43,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,7695,17249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a,,,4.3,GKP,0.0,Burnley,BUR
184,Green,Etienne,Green,3,1,40,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,4943,33955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,has joined FC Fredericia permanently.,0.0,4.0,GKP,0.0,Burnley,BUR
185,Hladký,Václav,Hladký,3,1,39,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,15054,20349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a,,,3.9,GKP,0.0,Burnley,BUR
186,Roberts,Connor,Roberts,3,2,43,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1610,9191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,i,Achilles injury - Unknown return date,0.0,4.3,DEF,0.0,Burnley,BUR
187,Walker,Kyle,Walker,3,2,44,55,2.0,2371,0,2,3,51,8,0,3,165,1.2,1.1,149654,261663,0.12,0.98,1.1,51.76,391.4,162.8,22.0,57.9,a,,100.0,4.4,DEF,12.499999999999998,Burnley,BUR
188,Delcroix,Hannes,Delcroix,3,2,38,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,26052,41524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,has joined Lugano permanently.,0.0,3.8,DEF,0.0,Burnley,BUR
189,Dodgson,Owen,Dodgson,3,2,40,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,2378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,Has joined Stockport County on loan for the rest of the season.,0.0,4.0,DEF,0.0,Burnley,BUR
190,Ekdal,Hjalmar,Ekdal,3,2,38,44,2.9,1179,0,0,2,24,0,0,2,121,0.0,0.8,247680,205126,0.21,0.24,0.45,22.73,273.8,43.1,78.0,39.5,a,,,3.8,DEF,11.578947368421053,Burnley,BUR
191,Estève,Maxime,Estève,3,2,39,60,2.3,2239,0,0,2,54,0,0,0,201,1.5,7.8,764556,1939138,0.67,0.58,1.25,51.23,540.6,89.0,84.0,71.5,a,,100.0,3.9,DEF,15.384615384615385,Burnley,BUR
192,Hartman,Quilindschy,Hartman,3,2,40,46,3.1,1337,0,5,2,28,1,0,0,170,0.0,0.6,184369,178932,0.19,1.51,1.7,30.28,305.4,228.9,57.0,59.2,a,,,4.0,DEF,11.5,Burnley,BUR
193,Humphreys,Bashir,Humphreys,3,2,39,33,2.5,1059,0,2,1,24,5,0,1,139,1.8,0.1,19737,14507,0.22,0.59,0.81,21.79,251.6,86.2,46.0,38.2,a,,100.0,3.9,DEF,8.461538461538462,Burnley,BUR
194,Jordan,Jordan,Beyer,3,2,39,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,1919,15460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,i,Hamstring injury - Unknown return date,0.0,3.9,DEF,0.0,Burnley,BUR
195,Lucas Pires,Lucas,Pires Silva,3,2,38,18,1.3,1086,0,0,1,25,0,1,0,95,0.5,0.3,47654,36562,0.33,1.2,1.53,21.99,181.0,231.4,60.0,47.1,a,,100.0,3.8,DEF,4.736842105263158,Burnley,BUR
196,Sambo,Shurandy,Sambo,3,2,40,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,202,9668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,has joined Sparta Rotterdam on loan for the rest of the season.,0.0,4.0,DEF,0.0,Burnley,BUR
197,Sonne,Oliver,Sonne,3,2,38,13,1.9,164,1,0,0,4,0,0,0,20,0.0,0.2,34622,33210,0.55,0.08,0.63,3.79,44.8,18.1,30.0,9.2,u,has joined Sparta Prague on loan for the rest of the season.,0.0,3.8,DEF,3.4210526315789473,Burnley,BUR
198,Tuanzebe,Axel,Tuanzebe,3,2,39,27,2.5,931,1,0,1,22,1,0,0,81,0.0,0.9,137332,294395,0.61,0.11,0.72,24.88,225.2,9.8,52.0,28.9,d,Achilles injury - 50% chance of playing,50.0,3.9,DEF,6.923076923076923,Burnley,BUR
199,Worrall,Joe,Worrall,3,2,38,19,1.9,480,0,0,0,11,0,0,0,35,3.0,0.2,26851,23869,0.08,0.02,0.1,10.8,138.8,1.5,17.0,15.9,a,,100.0,3.8,DEF,5.0,Burnley,BUR
200,Anthony,Jaidon,Anthony,3,3,50,100,3.6,1928,7,3,3,43,4,0,6,385,6.0,1.9,1238770,1093328,3.59,1.84,5.43,41.86,453.4,386.4,416.0,125.5,a,,100.0,5.0,MID,20.0,Burnley,BUR
201,Benson,Manuel,Benson Hedilazio,3,3,54,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1070,3147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,has joined Maccabi Haifa permanently.,0.0,5.4,MID,0.0,Burnley,BUR
202,Bruun Larsen,Jacob,Bruun Larsen,3,3,53,36,1.6,961,0,1,3,26,0,0,0,107,0.8,0.0,6000,8609,1.35,1.06,2.41,22.64,114.4,189.7,128.0,43.2,a,,100.0,5.3,MID,6.7924528301886795,Burnley,BUR
