id,web_name,first_name,second_name,team,element_type,now_cost,total_points,points_per_game,minutes,goals_scored,assists,clean_sheets,goals_conceded,yellow_cards,red_cards,bonus,bps,form,selected_by_percent,transfers_in,transfers_out,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence,creativity,threat,ict_index,status,news,chance_of_playing_next_round,price_M,position,pts_per_million,team_name,team_short
600,Areola,Alphonse,Areola,19,1,43,51,2.5,1800,0,1,0,37,0,0,2,220,0.0,2.0,182550,451147,0.0,0.0,0.0,35.3,570.4,10.0,0.0,57.9,a,,,4.3,GKP,11.86046511627907,West Ham,WHU
601,Foderingham,Wes,Foderingham,19,1,40,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,3874,42661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,has joined Aris Limassol permanently.,0.0,4.0,GKP,0.0,West Ham,WHU
602,Hegyi,Krisztián,Hegyi,19,1,39,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,11331,19869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,has joined MTK Budapest on loan for the rest of the season.,0.0,3.9,GKP,0.0,West Ham,WHU
603,Diouf,El Hadji Malick,Diouf,19,2,40,79,3.4,1913,0,6,6,37,4,0,3,247,6.0,2.2,362486,894095,0.46,1.7,2.16,30.54,415.4,247.1,83.0,74.7,a,,100.0,4.0,DEF,19.75,West Ham,WHU
604,Emerson,Emerson,Palmieri dos Santos,19,2,44,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,1719,20787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,has joined Marseille permanently.,0.0,4.4,DEF,0.0,West Ham,WHU
605,Kilman,Maximilian,Kilman,19,2,41,36,1.7,1559,0,0,1,37,4,0,0,80,0.0,0.1,30128,50324,0.56,0.25,0.81,33.28,392.4,55.8,60.0,50.9,a,,,4.1,DEF,8.78048780487805,West Ham,WHU
606,Mavropanos,Konstantinos,Mavropanos,19,2,44,62,2.8,1722,0,0,3,33,2,0,0,182,2.8,0.1,19997,20081,1.37,0.38,1.75,27.78,432.4,25.2,155.0,61.2,a,,100.0,4.4,DEF,14.09090909090909,West Ham,WHU
607,N.Aguerd,Nayef,Aguerd,19,2,44,3,1.5,180,0,0,0,8,0,0,0,-1,0.0,0.0,1288,12324,0.1,0.03,0.13,3.42,39.0,3.9,8.0,5.1,u,has joined Marseille permanently.,0.0,4.4,DEF,0.6818181818181818,West Ham,WHU
608,Scarles,Ollie,Scarles,19,2,43,21,1.8,654,0,1,0,16,1,0,0,86,0.2,0.0,4970,6872,0.18,0.32,0.5,13.28,138.2,71.7,22.0,23.2,d,Knock - 75% chance of playing,75.0,4.3,DEF,4.883720930232558,West Ham,WHU
609,Todibo,Jean-Clair,Todibo,19,2,43,40,2.1,1611,0,1,1,33,4,1,1,144,2.2,0.1,12004,19784,0.25,0.29,0.54,29.63,351.6,64.7,24.0,44.1,a,,100.0,4.3,DEF,9.30232558139535,West Ham,WHU
610,Wan-Bissaka,Aaron,Wan-Bissaka,19,2,41,61,3.0,1731,0,3,3,36,3,0,0,193,3.8,4.6,265081,2306438,0.0,0.93,0.93,29.42,389.6,288.0,28.0,70.9,a,,100.0,4.1,DEF,14.878048780487806,West Ham,WHU
611,Casey,Kaelan,Casey,19,2,40,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,0,13253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,has joined Leyton Orient on loan for the rest of the season.,0.0,4.0,DEF,0.0,West Ham,WHU
612,L.Paquetá,Lucas,Tolentino Coelho de Lima,19,3,59,69,3.8,1513,4,2,3,33,5,1,8,291,0.0,1.1,897173,974180,2.85,2.0,4.85,24.22,374.6,397.2,186.0,95.7,u,has joined Flamengo permanently.,0.0,5.9,MID,11.694915254237287,West Ham,WHU
613,Souček,Tomáš,Souček,19,3,57,73,2.8,1416,4,2,4,33,2,1,6,285,5.2,0.3,41406,109815,4.42,0.39,4.81,25.96,362.0,138.8,339.0,84.1,a,,100.0,5.7,MID,12.807017543859649,West Ham,WHU
615,Summerville,Crysencio,Summerville,19,3,57,92,3.8,1856,5,3,5,34,4,0,10,337,4.5,3.0,551639,178872,4.53,1.94,6.47,28.26,371.0,331.2,472.0,117.4,d,Knock - 75% chance of playing,75.0,5.7,MID,16.140350877192983,West Ham,WHU
616,Álvarez,Edson,Álvarez Velázquez,19,3,49,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1147,16101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,Has joined Fenerbahçe on loan for the rest of the season.,0.0,4.9,MID,0.0,West Ham,WHU
617,Cornet,Maxwel,Cornet,19,3,49,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,246,3222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,has joined Genoa on loan for the rest of the season.,0.0,4.9,MID,0.0,West Ham,WHU
618,G.Rodriguez,Guido,Rodríguez,19,3,48,8,1.3,175,0,0,1,2,1,0,0,30,0.0,0.0,2295,6148,0.03,0.04,0.07,2.59,9.8,6.0,2.0,1.7,u,has joined Valencia on loan for the rest of the season.,0.0,4.8,MID,1.6666666666666667,West Ham,WHU
619,L.Guilherme,Luis Guilherme,Lira dos Santos,19,3,49,5,1.0,121,0,0,0,2,0,0,0,11,0.0,0.0,868,3395,0.07,0.03,0.1,1.82,9.2,14.5,4.0,2.5,u,has joined Sporting CP permanently.,0.0,4.9,MID,1.0204081632653061,West Ham,WHU
620,Earthy,George,Earthy,19,3,45,1,1.0,8,0,0,0,1,0,0,0,3,0.0,0.0,3770,9521,0.0,0.01,0.01,0.73,0.0,1.5,2.0,0.4,u,has joined Bristol City on loan for the rest of the season.,0.0,4.5,MID,0.2222222222222222,West Ham,WHU
621,Irving,Andy,Irving,19,3,43,9,1.3,156,0,0,0,4,0,0,0,49,0.0,0.2,43311,55316,0.0,0.17,0.17,4.03,31.6,52.3,2.0,8.6,u,has joined Sparta Prague permanently.,0.0,4.3,MID,2.0930232558139537,West Ham,WHU
622,Orford,Lewis,Orford,19,3,44,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,1052,11951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,has joined Stevenage on loan for the rest of the season.,0.0,4.4,MID,0.0,West Ham,WHU
623,Potts,Freddie,Potts,19,3,44,34,1.8,1094,0,1,1,23,1,0,0,206,0.8,0.6,143484,162022,0.21,1.05,1.26,19.95,179.6,129.9,37.0,34.7,a,,100.0,4.4,MID,7.727272727272727,West Ham,WHU
624,Bowen,Jarrod,Bowen,19,4,75,135,4.7,2599,8,6,5,52,4,0,21,529,5.0,7.6,2330191,3234729,6.04,3.67,9.71,45.06,639.2,473.8,685.0,179.7,a,,,7.5,FWD,18.0,West Ham,WHU
625,Füllkrug,Niclas,Füllkrug,19,4,56,12,1.5,407,0,0,1,11,0,0,0,28,0.0,0.6,47611,392606,0.93,0.21,1.14,8.59,26.0,85.1,130.0,23.8,u,has joined AC Milan on loan for the rest of the season.,0.0,5.6,FWD,2.142857142857143,West Ham,WHU
626,Marshall,Callum,Marshall,19,4,43,2,1.0,58,0,0,0,2,0,0,0,0,0.0,0.5,63604,106134,0.13,0.0,0.13,1.55,1.2,0.1,7.0,0.8,u,has joined VfL Bochum 1848 on loan for the rest of the season.,0.0,4.3,FWD,0.46511627906976744,West Ham,WHU
659,Walker-Peters,Kyle,Walker-Peters,19,2,42,32,1.8,954,1,0,1,22,2,0,0,118,0.2,0.2,30945,53328,1.13,0.26,1.39,21.13,203.2,88.2,98.0,39.0,a,,,4.2,DEF,7.619047619047619,West Ham,WHU
671,Wilson,Callum,Wilson,19,4,58,64,2.7,992,5,2,1,18,0,0,7,224,0.8,0.5,204286,215888,6.48,0.29,6.77,18.16,226.8,93.6,396.0,70.5,a,,,5.8,FWD,11.03448275862069,West Ham,WHU
679,Hermansen,Mads,Hermansen,19,1,42,40,4.4,810,0,0,4,17,0,0,8,138,5.2,0.4,39470,42196,0.0,0.01,0.01,10.73,212.2,0.0,0.0,21.2,a,,,4.2,GKP,9.523809523809524,West Ham,WHU
708,M.Fernandes,Mateus Gonçalo,Espanha Fernandes,19,3,55,104,3.9,2213,3,3,5,39,5,0,6,508,3.0,0.4,108808,64866,1.23,1.99,3.22,35.18,517.0,470.7,105.0,109.4,a,,100.0,5.5,MID,18.90909090909091,West Ham,WHU
718,S.Magassa,Soungoutou,Magassa,19,3,50,39,2.2,931,1,0,2,23,3,0,2,177,1.5,0.0,5330,4763,0.44,0.32,0.76,17.37,174.4,82.7,44.0,30.1,a,,,5.0,MID,7.8,West Ham,WHU
738,Fabianski,Lukasz,Fabianski,19,1,45,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,6003,5747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,d,Back injury - 25% chance of playing,25.0,4.5,GKP,0.0,West Ham,WHU
747,Mayers,Ezra,Mayers,19,2,40,6,1.0,113,0,0,0,3,0,0,0,18,0.2,0.0,2560,2097,0.12,0.49,0.61,3.21,21.8,34.9,9.0,6.6,a,,,4.0,DEF,1.5,West Ham,WHU
752,Golambeckis,Airidas,Golambeckis,19,2,40,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,2121,1898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a,,,4.0,DEF,0.0,West Ham,WHU
758,Mohamadou Kanté,Mohamadou,Kanté,19,3,45,5,0.8,24,0,0,0,0,1,0,0,19,0.5,0.0,1825,1152,0.03,0.02,0.05,0.97,10.4,12.0,4.0,2.4,a,,,4.5,MID,1.1111111111111112,West Ham,WHU
785,Pablo,Pablo Felipe,Pereira de Jesus,19,4,54,8,1.6,250,0,0,0,4,0,0,0,21,0.0,0.0,4544,3920,0.34,0.07,0.41,3.74,19.6,53.4,21.0,9.4,a,,100.0,5.4,FWD,1.4814814814814814,West Ham,WHU
791,Taty,Valentín,Castellanos,19,4,55,28,3.1,742,2,1,4,11,2,0,1,104,3.2,0.1,30298,16001,2.49,0.52,3.01,10.01,115.8,118.4,251.0,47.5,a,,,5.5,FWD,5.090909090909091,West Ham,WHU
802,Lamadrid,Keiber,Lamadrid,19,3,50,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,413,305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a,,,5.0,MID,0.0,West Ham,WHU
815,Disasi,Axel,Disasi,19,2,45,18,3.6,450,0,0,3,6,0,0,0,76,3.0,0.1,15192,4673,0.69,0.01,0.7,5.29,79.0,12.9,53.0,14.5,a,,,4.5,DEF,4.0,West Ham,WHU
627,Johnstone,Sam,Johnstone,20,1,44,21,1.8,1080,0,0,0,24,0,0,0,117,0.0,0.1,20240,24486,0.0,0.02,0.02,18.59,308.0,0.1,0.0,30.8,a,,,4.4,GKP,4.7727272727272725,Wolves,WOL
628,José Sá,José,Malheiro de Sá,20,1,42,56,3.1,1620,0,0,4,28,1,0,6,249,5.2,1.3,109911,182383,0.0,0.03,0.03,26.84,400.8,10.0,0.0,41.4,a,,,4.2,GKP,13.333333333333332,Wolves,WOL
629,Bentley,Daniel,Bentley,20,1,39,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.5,19857,51585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a,,100.0,3.9,GKP,0.0,Wolves,WOL
631,Agbadou,Emmanuel,Agbadou,20,2,42,23,1.6,1100,0,0,0,29,1,1,0,86,0.0,0.1,24605,63352,0.57,0.4,0.97,18.26,312.2,76.0,75.0,46.4,u,has joined Besiktas permanently.,0.0,4.2,DEF,5.476190476190476,Wolves,WOL
632,Doherty,Matt,Doherty,20,2,44,12,1.2,702,0,0,1,14,4,0,0,47,0.2,0.1,6555,20526,0.09,0.19,0.28,13.21,116.2,50.8,18.0,18.6,a,,100.0,4.4,DEF,2.727272727272727,Wolves,WOL
633,H.Bueno,Hugo,Bueno López,20,2,43,72,2.7,1856,1,2,4,31,1,0,4,284,3.8,0.2,52376,35646,0.5,2.67,3.17,29.64,451.4,510.9,134.0,109.9,a,,100.0,4.3,DEF,16.74418604651163,Wolves,WOL
634,Mosquera,Yerson,Mosquera Valdelamar,20,2,43,50,2.4,1617,0,0,4,29,10,0,3,190,4.6,0.1,17960,12559,1.57,0.43,2.0,27.35,325.8,114.1,207.0,64.7,a,,100.0,4.3,DEF,11.627906976744187,Wolves,WOL
635,R.Gomes,Rodrigo,Martins Gomes,20,2,44,34,2.4,596,3,0,0,11,0,0,0,85,3.2,0.1,12009,15132,1.69,0.29,1.98,8.42,169.2,62.9,176.0,41.0,a,,100.0,4.4,DEF,7.727272727272727,Wolves,WOL
636,S.Bueno,Santiago,Ignacio Bueno,20,2,44,71,3.4,1832,2,2,4,31,4,0,2,255,3.6,0.1,30446,24486,1.63,1.04,2.67,30.22,428.0,98.1,149.0,67.4,a,,100.0,4.4,DEF,16.136363636363637,Wolves,WOL
637,Toti,Toti,Gomes,20,2,42,28,2.0,1039,0,0,1,25,1,1,0,102,1.6,0.1,7534,19653,0.22,0.21,0.43,18.99,240.4,78.2,34.0,35.3,a,,100.0,4.2,DEF,6.666666666666666,Wolves,WOL
638,Hoever,Ki-Jana,Hoever,20,2,38,10,1.2,423,0,0,0,13,0,0,0,38,0.0,0.9,121813,261530,0.02,0.36,0.38,9.36,101.4,87.8,13.0,20.3,u,has joined Sheffield United on loan for the rest of the season.,0.0,3.8,DEF,2.6315789473684212,Wolves,WOL
639,Meupiyou,Bastien,Meupiyou Menadjou,20,2,40,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,On loan to FC Alverca,0.0,4.0,DEF,0.0,Wolves,WOL
640,Pedro Lima,Pedro,Cardoso de Lima,20,2,40,3,1.0,3,0,0,0,1,0,0,0,5,0.0,0.4,10061,89432,0.0,0.0,0.0,0.79,0.2,0.5,2.0,0.2,a,,100.0,4.0,DEF,0.75,Wolves,WOL
641,Pond,Alfie,Pond,20,2,39,0,0.0,0,0,0,0,0,0,0,0,0,0.0,1.0,85684,147773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,has joined Crewe Alexandra on loan for the rest of the season.,0.0,3.9,DEF,0.0,Wolves,WOL
642,Hee Chan,Hwang,Hee-chan,20,3,56,44,2.2,1144,2,1,2,22,3,0,0,125,0.0,0.1,48956,59281,2.1,0.92,3.02,17.67,132.2,152.8,145.0,42.4,a,,100.0,5.6,MID,7.857142857142858,Wolves,WOL
643,André,André,Trindade da Costa Neto,20,3,52,75,2.8,2040,1,0,2,37,9,0,4,360,4.4,0.1,16454,17850,0.34,0.75,1.09,33.79,326.4,228.9,28.0,58.3,a,,100.0,5.2,MID,14.423076923076923,Wolves,WOL
644,Bellegarde,Jean-Ricner,Bellegarde,20,3,51,34,1.6,1006,1,0,3,24,4,0,0,162,1.4,0.0,5658,11705,1.03,0.65,1.68,17.59,152.4,154.2,138.0,44.1,a,,100.0,5.1,MID,6.666666666666667,Wolves,WOL
645,Fer López,Fer,López González,20,3,51,12,1.3,228,0,1,0,9,1,0,0,38,0.0,0.0,1383,4932,0.16,0.61,0.77,3.98,29.0,61.0,37.0,12.4,u,has joined Celta Vigo on loan for the rest of the season.,0.0,5.1,MID,2.3529411764705883,Wolves,WOL
646,J.Gomes,João Victor,Gomes da Silva,20,3,53,85,3.0,2207,1,1,4,41,9,0,4,421,4.6,0.3,67431,45740,1.15,1.34,2.49,36.08,385.0,286.9,150.0,82.7,a,,100.0,5.3,MID,16.037735849056606,Wolves,WOL
647,Guedes,Gonçalo Manuel,Ganchinho Guedes,20,3,55,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,Has joined Real Sociedad permanently.,0.0,5.5,MID,0.0,Wolves,WOL
648,Munetsi,Marshall,Munetsi,20,3,53,38,2.9,872,1,2,0,19,2,0,1,131,0.0,0.0,19177,23111,1.64,0.38,2.02,13.36,163.6,61.8,196.0,42.1,u,has joined Paris FC on loan for the rest of the season.,0.0,5.3,MID,7.169811320754717,Wolves,WOL
649,B.Traore,Boubacar,Traoré,20,3,50,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,Has joined FC Metz on loan for the rest of the season.,0.0,5.0,MID,0.0,Wolves,WOL
650,Chirewa,Tawanda,Chirewa,20,3,43,2,1.0,25,0,0,0,0,0,0,0,4,0.0,0.2,30885,48295,0.0,0.0,0.0,0.5,3.2,0.3,0.0,0.4,u,has joined Barnsley on loan for the rest of the season.,0.0,4.3,MID,0.46511627906976744,Wolves,WOL
651,Edozie,Tom,Edozie,20,3,43,6,6.0,6,1,0,0,0,0,0,0,22,1.2,0.4,65714,67321,0.17,0.0,0.17,0.2,34.4,0.1,17.0,5.2,a,,,4.3,MID,1.3953488372093024,Wolves,WOL
652,Gonzalez,Enso,González Medina,20,3,43,0,0.0,0,0,0,0,0,0,0,0,0,0.0,1.3,198172,242470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a,,,4.3,MID,0.0,Wolves,WOL
653,Hodge,Joe,Hodge,20,3,45,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,5773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,Signed by CD Tondela,0.0,4.5,MID,0.0,Wolves,WOL
655,Fábio Silva,Fábio,Soares Silva,20,4,49,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,7178,55361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,has joined Borussia Dortmund permanently.,0.0,4.9,FWD,0.0,Wolves,WOL
656,Kalajdžić,Saša,Kalajdžić,20,4,49,1,1.0,14,0,0,0,0,0,0,0,1,0.0,0.0,1691,10139,0.0,0.01,0.01,0.1,1.0,4.3,2.0,0.7,u,has joined LASK on loan for the rest of the season.,0.0,4.9,FWD,0.2040816326530612,Wolves,WOL
657,Chiwome,Leon,Chiwome,20,4,44,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,5147,7422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a,,100.0,4.4,FWD,0.0,Wolves,WOL
658,Fraser,Nathan,Fraser,20,4,42,0,0.0,0,0,0,0,0,0,0,0,0,0.0,1.9,276495,360739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a,,,4.2,FWD,0.0,Wolves,WOL
663,J.Arias,Jhon,Arias,20,3,49,45,2.0,1117,1,0,2,21,1,0,2,175,0.0,0.1,20148,81984,3.38,0.62,4.0,16.0,171.0,204.0,148.0,52.1,u,has joined Palmeiras permanently.,0.0,4.9,MID,9.183673469387754,Wolves,WOL
682,Møller Wolfe,David,Møller Wolfe,20,2,42,29,1.6,839,0,2,1,20,1,0,0,69,1.6,0.1,4762,9336,0.13,1.04,1.17,17.48,142.0,110.8,46.0,30.0,a,,,4.2,DEF,6.904761904761904,Wolves,WOL
695,Tchatchoua,Jackson,Tchatchoua,20,2,44,50,1.9,1605,0,1,3,29,3,0,0,152,2.8,0.0,6279,5862,0.26,1.13,1.39,23.99,287.8,278.5,42.0,60.9,a,,,4.4,DEF,11.363636363636363,Wolves,WOL
709,Krejčí,Ladislav,Krejcí,20,2,45,59,2.6,1947,2,1,3,36,2,1,0,201,2.4,0.1,24486,19805,1.97,1.35,3.32,31.35,447.4,115.0,206.0,77.1,a,,100.0,4.5,DEF,13.11111111111111,Wolves,WOL
720,Tolu,Tolu,Arokodare,20,4,54,54,2.1,1215,2,2,3,25,1,0,4,173,1.8,0.2,62908,45611,4.04,0.34,4.38,20.22,188.8,160.8,434.0,77.6,a,,,5.4,FWD,10.0,Wolves,WOL
749,Mané,Mateus,Mané,20,4,45,52,2.7,1235,2,2,5,18,0,0,6,207,2.0,2.2,541302,274573,1.32,1.61,2.93,21.75,216.4,223.4,198.0,63.5,a,,,4.5,FWD,11.555555555555555,Wolves,WOL
766,Olagunju,Saheed,Olagunju,20,2,40,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,3151,1625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a,,,4.0,DEF,0.0,Wolves,WOL
767,Rawlings,Luke,Rawlings,20,3,45,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1079,681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a,,,4.5,MID,0.0,Wolves,WOL
777,Ojinnaka,Temple,Ojinnaka,20,3,45,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,415,332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,has joined Shrewsbury Town on loan for the rest of the season.,0.0,4.5,MID,0.0,Wolves,WOL
778,Sutherland,Ethan,Sutherland,20,3,45,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1316,738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a,,,4.5,MID,0.0,Wolves,WOL
809,Abbey,Jerome,Abbey,20,3,45,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1118,354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a,,,4.5,MID,0.0,Wolves,WOL
816,Angel,Angel,Gomes,20,3,48,9,1.5,237,0,0,1,4,0,0,0,52,1.4,0.0,4355,2434,0.05,0.09,0.14,8.46,38.2,45.1,10.0,9.4,a,,100.0,4.8,MID,1.875,Wolves,WOL
817,Armstrong,Adam,Armstrong,20,4,53,15,2.5,481,0,2,3,5,2,0,0,59,2.2,0.1,15975,8671,0.18,0.58,0.76,10.73,59.4,60.8,13.0,13.4,a,,,5.3,FWD,2.8301886792452833,Wolves,WOL
